"title","rental_rate","overall_average","standard_deviation","standard_score"
"Fool Mockingbird","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Forever Candidate","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Forrest Sons","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Forrester Comancheros","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Forward Temple","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Frankenstein Stranger","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Freaky Pocus","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Freddy Storm","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Freedom Cleopatra","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"French Holiday","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Frida Slipper","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Frisco Forrest","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Frogmen Breaking","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Frontier Cabin","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Frost Head","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Fugitive Maguire","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Full Flatliners","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Fury Murder","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Gables Metropolis","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Galaxy Sweethearts","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Games Bowfinger","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Gandhi Kwai","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Gangs Pride","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Garden Island","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Gaslight Crusade","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Gathering Calendar","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Gentlemen Stage","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Ghost Groundhog","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Ghostbusters Elf","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Giant Troopers","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Gilbert Pelican","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Gilmore Boiled","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Gladiator Westward","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Glass Dying","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Gleaming Jawbreaker","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Glory Tracy","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Go Purple","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Godfather Diary","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Gold River","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Goldfinger Sensibility","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Goldmine Tycoon","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Gone Trouble","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Goodfellas Salute","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Gorgeous Bingo","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Gosford Donnie","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Graceland Dynamite","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Graduate Lord","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Graffiti Love","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Grail Frankenstein","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Grapes Fury","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Grease Youth","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Greatest North","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Greedy Roots","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Greek Everyone","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Grinch Massage","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Grit Clockwork","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Groove Fiction","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Groundhog Uncut","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Gump Date","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Gun Bonnie","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Gunfight Moon","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Gunfighter Mussolini","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Guys Falcon","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Half Outfield","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hall Cassidy","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Halloween Nuts","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hamlet Wisdom","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Identity Lover","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Handicap Boondock","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Hanging Deep","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Hanky October","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hanover Galaxy","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Happiness United","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hardly Robbers","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Harold French","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Harper Dying","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Harry Idaho","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Hate Handicap","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Haunted Antitrust","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Haunting Pianist","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Hawk Chill","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Head Stranger","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Heartbreakers Bright","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Heaven Freedom","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Heavenly Gun","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Heavyweights Beast","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Hedwig Alter","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hellfighters Sierra","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"High Encino","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Highball Potter","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Hills Neighbors","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Hobbit Alien","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Hocus Frida","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Holes Brannigan","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Holiday Games","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Hollow Jeopardy","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Hollywood Anonymous","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Holocaust Highball","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Holy Tadpole","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Home Pity","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Homeward Cider","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Homicide Peach","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Honey Ties","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Hook Chariots","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Idols Snatchers","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hoosiers Birdcage","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hope Tootsie","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Horn Working","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Horror Reign","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Hotel Happiness","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Hours Rage","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"House Dynamite","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Human Graffiti","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hunchback Impossible","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Hunger Roof","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Hunter Alter","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hunting Musketeers","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hurricane Affair","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hustler Party","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Hyde Doctor","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Hysterical Grail","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Ice Crossing","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Idaho Love","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Igby Maker","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Illusion Amelie","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Image Princess","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Impact Aladdin","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Impossible Prejudice","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Inch Jet","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Independence Hotel","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Indian Love","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Informer Double","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Innocent Usual","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Insects Stone","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Insider Arizona","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Instinct Airport","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Intentions Empire","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Interview Liaisons","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Intolerable Intentions","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Intrigue Worst","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Invasion Cyclone","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Iron Moon","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Ishtar Rocketeer","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Island Exorcist","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Italian African","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Jacket Frisco","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Jade Bunch","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Japanese Run","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Jason Trap","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Jawbreaker Brooklyn","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Jaws Harry","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Jedi Beneath","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Jeepers Wedding","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Jekyll Frogmen","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Jeopardy Encino","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Jericho Mulan","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Jerk Paycheck","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Jersey Sassy","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Jet Neighbors","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Jingle Sagebrush","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Joon Northwest","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Juggler Hardly","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Jumanji Blade","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Jumping Wrath","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Jungle Closer","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Kane Exorcist","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Karate Moon","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Kentuckian Giant","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Kick Savannah","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Kill Brotherhood","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Killer Innocent","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"King Evolution","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Kiss Glory","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Kissing Dolls","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Knock Warlock","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Kramer Chocolate","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Kwai Homeward","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Labyrinth League","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Rush Goodfellas","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Lady Stage","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Ladybugs Armageddon","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Lambs Cincinatti","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Language Cowboy","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Lawless Vision","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Lawrence Love","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"League Hellfighters","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Leathernecks Dwarfs","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lebowski Soldiers","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Legally Secretary","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Legend Jedi","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Lesson Cleopatra","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Liaisons Sweet","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Liberty Magnificent","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"License Weekend","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lies Treatment","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Life Twisted","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lights Deer","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Mars Roman","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Lion Uncut","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Loathing Legally","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Lock Rear","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lola Agent","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Lolita World","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lonely Elephant","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lord Arizona","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lose Inch","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Loser Hustler","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Lost Bird","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Louisiana Harry","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Love Suicides","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Lovely Jingle","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lover Truman","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Loverboy Attacks","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Luck Opus","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lucky Flying","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Luke Mummy","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Mask Peach","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Lust Lock","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Madigan Dorado","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Madison Trap","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Madness Attacks","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Madre Gables","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Magic Mallrats","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Magnificent Chitty","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Magnolia Forrester","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Maguire Apache","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Maiden Home","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Majestic Floats","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Maker Gables","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Malkovich Pet","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Mallrats United","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Maltese Hope","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Manchurian Curtain","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Mannequin Worst","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Married Go","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Masked Bubble","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Massacre Usual","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Massage Image","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Matrix Snowman","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Maude Mod","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Meet Chocolate","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Memento Zoolander","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Menagerie Rushmore","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Mermaid Insects","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Metal Armageddon","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Metropolis Coma","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Microcosmos Paradise","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Midnight Westward","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Midsummer Groundhog","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Mighty Luck","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Mile Mulan","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Million Ace","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Minds Truman","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Mine Titans","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Minority Kiss","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Miracle Virtual","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Mission Zoolander","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Mixed Doors","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Mob Duffel","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Mockingbird Hollywood","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Mod Secretary","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Model Fish","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Modern Dorado","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Money Harold","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Monsoon Cause","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Monster Spartacus","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Monterey Labyrinth","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Montezuma Command","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Moon Bunch","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Moonshine Cabin","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Moonwalker Fool","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Mosquito Armageddon","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Mother Oleander","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Motions Details","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Moulin Wake","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Mourning Purple","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Movie Shakespeare","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Mulan Moon","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Mulholland Beast","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Mummy Creatures","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Muppet Mile","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Murder Antitrust","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Muscle Bright","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Music Boondock","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Musketeers Wait","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Mussolini Spoilers","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Mystic Truman","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Name Detective","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Nash Chocolat","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"National Story","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Natural Stock","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Necklace Outbreak","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Neighbors Charade","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Nemo Campus","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Network Peak","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Newsies Story","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Newton Labyrinth","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Nightmare Chill","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"None Spiking","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Noon Papi","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"North Tequila","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Northwest Polish","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Notorious Reunion","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Notting Speakeasy","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Novocaine Flight","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Nuts Ties","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"October Submarine","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Odds Boogie","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Oklahoma Jumanji","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Oleander Clue","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Open African","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Operation Operation","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Opposite Necklace","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Opus Ice","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Orange Grapes","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Order Betrayed","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Orient Closer","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Oscar Gold","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Others Soup","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Outbreak Divine","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Outfield Massacre","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Outlaw Hanky","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Oz Liaisons","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Pacific Amistad","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Packer Madigan","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Pajama Jawbreaker","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Panic Club","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Panky Submarine","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
